1	So that means tomorrow cruda segura lol	positive
2	Tonight peda segura	neutral
3	Eres tan mala vieja bruja interesada#jamming	negative
4	Yo kiero Pretzels lol	neutral
5	Fuck that ni ke el me vaya a mantener toda la vida lol	negative
6	I always tell my dad ke me kiero kasar con una vieja rika and me regaa telling me ke no sea interesada ha	negative
7	Ke me compre un carrito pa irme con mis friends and party lol	neutral
8	Why can I just find a rich bitch ke me mantenga y ya ha	neutral
9	Since I started working ya ni disfruto la vida lol	negative
10	My dad me regano cuzs I was telling that to my brother and lo andaba molestando lol	negative
11	If u still love her you should give her otro chance	positive
12	Tengo hungry mhm	neutral
13	Teachers be staring at me like im high they gotta accept my eyes parecen de camaron	neutral
14	Bien fatass ha	neutral
15	@Nathaliaa_Bitch lmao yeah sure el tuyo parece ke te lo iso un lil kid	neutral
16	@Gaaybee ha do n't lie los mios bolian a febrezee xD	neutral
17	@Gaaybee lo levantaste con una de tus bombas lmao	positive
18	I'm an asshole to gabby lol ok ya	negative
19	@Gaaybee actually yo me bajaba porke te echabas unos pedos bien apestosos ke no aguantaba fumigabas todo el room xD	negative
20	@Gaaybee ha u know is true parece ke te esta dando un atake xD	positive
21	Nobody can make gabby laugh like I do asta parece mongolita lmao	positive
22	@Nathaliaa_Bitch ha ratchet as N xD parece u al revvez	negative
23	Gabby is just saying that cuzs I gave her, her fav gum and le planche sus pelos de elote lol jk jk	positive
24	Should I give oomf the candy nawh mejor me lo como yo lol	neutral
25	I was gonna buy summ spur gumn for oomf but then I remembered that shes on a diet so mejor no lol	neutral
26	Cuzs today I swear I'm not doing anything nothing at all fui fui fui	neutral
27	Manager got us tacos and everyone is just chilling lol	positive
28	The hug she gave me en la morning>>>>	positive
29	Is your name sabado cuzs that ass is gigante lol	neutral
30	I'm the type of person that would get drunk af do stupid shit darme unos chingasos call or text my crush and the next day i will do it again	negative
31	I'm just hoping my crush venga today:*	positive
32	Came to buy a torta and una gordita for my bro	neutral
33	Hola chikita estoy bien buenote kieres ser mi novia lmao- Paiaguas	positive
34	@Nathaliaa_Bitch Nigga my tat ai n't even fucked up otra cosa ke tu no saves ni leer ha	negative
35	Oomf anda de buenas pues ke abra comido lol	positive
36	She used to hate barbacoa but it was just cuzs she did n't knew how to eat it the right way ha	negative
37	I was eating tacos de barbacoa RN and me akorde de oomf lol	positive
38	De ke te kiero te kiero pendeja pero rogarte? Ha ni ke estuvieras tan Buena;)	neutral
39	She's a good cuada lol	positive
40	Just woke up De my nap w itzayana	neutral
41	Kuando me vaya a LA or mexico IMA take my queen	neutral
42	Chillin en el apt con yazmin y lesly	neutral
43	This guy made cookies other one made tamales other guy made cookies another guy made mole a girl made fresas I made ensalda De pollo	neutral
44	@GBalderramah lol lo ke sobre the llevo	neutral
45	Tragando tamales in class lol	neutral
46	Bien mexican	positive
47	And maybe me llevo a la nohemi al restaurant ha	neutral
48	Here w josue at the apt eating tamales sopas chocolates cookies juices and all that good shit ha	positive
49	Yo oiero ir a ver a gloria trevi today:/	negative
50	Cuzs then itzayana me va a kitar lo ke me dieron-.-	negative
51	My belly hurts comi mucho chocolate	negative
52	Me viera agarrado algo but I never thought me me iba ablar	neutral
53	She thought the chocolate and teddy bear eran pa Ella lol	positive
54	Crush said she loves me cuzs me di chocolate	positive
55	Tengo ke aprovechar mis last mins single	positive
56	I do n't really like sopa de conchas	negative
57	Me vale madre lo ke digan tus padres ke soy pandillero pelon y visto baggie	negative
58	My phone looks ratchet todo crack	neutral
59	Eres una cualkiera yes u are.	negative
60	Finna go a McDonalds con la nohemi	neutral
61	""" Ni kulo me van a dar ni una tokadita"" lmfao nohemi"	positive
62	Lol just cuzs va andar de forever alone	negative
63	Nohemi cook for me summ kesadiyas>>>	neutral
64	Escapate te doy2 mins aki estoy afuera	neutral
65	Gonna download that game hopefully no me ponga toda mad cuzs lo borro	negative
66	The manager did n't know the boss was my cuada ora si ya le bajo a sus huevitos	negative
67	This nigga is singing mi nina travieza lmfao bien feo	negative
68	Mhm no wonder why they used to call me changa when i was lil	neutral
69	I wish she would come back that women se olvido de mi smh	negative
70	Me Interesas by noel torres>>>>	neutral
71	Or mejor I go to my brothers house	neutral
72	Seen ur ex suegra is awkward af	negative
73	Vayanse alv ha I got all kinds of color pants	neutral
74	If u think I jusy want u cuzs ur money heoo no bitch tas loka	negative
75	But I told jaime ke iba ir a su house to play xbox	neutral
76	No la buskes hija muy bonita por ke al paso del tiempo se le kita- my dad lol bien gay	neutral
77	Not playing w females nomore I judt got slap por andar de pendejita	negative
78	"My dad calls my friends"" flor, luz"" and all that shit"	negative
79	I brought the sueter my gma gave me form mexico lol	neutral
80	"""@Carloszx_Fwm: Lo mato and ill take her gf lmfao"" lol too funny"	positive
81	Micaela micaela ke tu tienes alma mia lol	positive
82	I made tostadas for me and her and she's makin sadwiches lol	neutral
83	Me and yazmin were looking at that milby page and we told nohemi and her bitchass hide lmfao ya la cache	negative
84	Ayyy I wanna go home-.- no to my brother's apt ayi me dan puras wings and pizza	negative
85	My manager is gay lol so ya somos amiguis xD	positive
86	I want sus eyes they idk badass	positive
87	My manager is so cool el chimuelo no el de los cute eyes si lol	positive
88	Kuzs he's always passin me churros and all that good shit	positive
89	Nomas kuzs mis tattoos	neutral
90	"My manager's name is gabby and I show her my tattoo she was all like"" awww I feel special u got my name tatted up"" ha se emociono lol"	positive
91	Damm me duele mi cabezota	negative
92	Nohemi was all panikiada and shit too cuzs she thought it was her sis	negative
93	Pero chill a nigga still single I already explain to her watt I mean	neutral
94	Lmao la mom de yazmin me dijo ke me oigo bien mamona lol	neutral
95	I gotta do ensalada de pollo for my English class lol	neutral
96	My dad la puso a mi nombre since I was lil:)	positive
97	The fact that my cuada is the boss>>>>	neutral
98	My fam siempre me echan carriya cuzs of the tattoo its funny tho lol	positive
99	We all here waiting pa ke juege mex:)	positive
100	"Lmao my dad told me to get"" soy una estupida"" tatted up on my forehead for getting my ex name tatted up smh it was funny cuz my friends here"	negative
101	Finally ya I'm calm after everything that happened today	positive
102	14 more mins pa ke ya me vaya alv	neutral
103	Finna eat summ hot fries w chamoy later on:)	positive
104	At least ami no me mandaron tanto a la chingada como a nohemi lmao	negative
105	Y aya nos casamos y te presento a mi abuela she knows how to cook so u do n't gotta worry about cooking for me lol	positive
106	Y si no kieres te robo y te vas conmigo a mexico lol	positive
107	Nomas te kieres creer bien important npw	neutral
108	You know I miss u so why I gotta text u I miss u if u already know tampoko te emociomes lol	neutral
109	I do n't accept both of yalls dare no no no el coco no	neutral
110	Se kemo pokito but fuck it	negative
111	I always go to sleep w a t-shirt del same color de mis boxers that's just me	neutral
112	Me and nohemi are waiting for everyone to go to sleep so we can male summ arroz con leche lol	neutral
113	A mi me decian quintina kuando era chikita lol	positive
114	@_2Gay4You_ ha pos have fun its pretty te subes al horse its cute lol	positive
115	"""@_2Gay4You_: I have never been to kemah tbh."" Lol ta bien caro-.- se me fue todo cheke"	negative
116	Then en un game oomf me aplasto-.-	negative
117	We got on the horse w summ teddy bears and un alien parecia ke llevavamos toda la fam lol	neutral
118	What about me and u go to kemah again y nos subimos al caballo lol	neutral
119	Itzayana is my nia travieza	positive
120	@YaretzyOrtiiz lol nomas pokito ha	neutral
121	Bien buenota lol	positive
122	Ah!! Y si estoy ardido	negative
123	I'm letting my eyebrows grow cuzs pinche vieja pendeja fucked them up	negative
124	Summ people do n't like spm but fuck their opinion ha	negative
125	Pero komo dicen hoes always gonna be hoes	negative
126	Asi ke ven y dime kuanto me amas asi ke ven y dime kuanto me extraas por tu amor yo bajaria asta so infinito.....	positive
127	Made a mexican hamburger( tortilla, keso, jamon, and mayonesa);)	positive
128	"Eliseo calls me"" primate"" lol funny or"" mono"""	positive
129	Idc if u do n't like tekila I do so u and ur opinion can gtfo	negative
130	The reason why I'm single1- cuzs me mandaron a la chingada lol2- cuzs I'm trying to save money( girls are expensive)	negative
131	Ni me akordaba lol	neutral
132	Tomorrow i gotta work and todavia ando en el pedo lol	neutral
133	Waiting on my cuada so she can pick me up to go to work	neutral
134	( el ruido de tus zapatos) baby that's still your song;)	positive
135	I was gonna get drunk tonight pero then me dijieron I had to work lol fml	negative
136	Ya lo se ke aunke tu no me kieras yo siempre te rekordare mirame dime ke aunke te pida te llore de ruege y te implore no vas a volver	negative
137	Well aver ke	neutral
138	She's was all emocionada and shit	positive
139	Lol ya ni yo	neutral
140	I was gonna go a vee a gerardo ortiz but mayne its to fuckin cold	negative
141	When I wake up my hairs looks como ke lo lambio la vaca-.-	negative
142	Se pasaron de verga con este cold rt	negative
143	This teacher tellin us we gotta get amrry before aflojar la tortilla	neutral
144	Hopefully vaya:)	positive
145	Toda mongola and shit	negative
146	And when I see u siento mariposas	positive
147	My dad got summ tamales	neutral
148	Alguien se comio mi torta Lol	neutral
149	La mom de eliseo said ke tengo la cabeza de teletuvi smh-.-	negative
150	"This girls sneak out and are like"" no mames denle lmao"	negative
151	Y de pasada las eyebrows	neutral
152	Why? Cuzs u ai n't shit ni mi dad me dice ke aser menos tu	negative
153	@Janetthhhh_ lmao luego buelo bien gacho y no pulleo hoes;)	positive
154	I was born on beans and rice oh and sandwich y huevo( danny) lol	positive
155	Ke al diablo con los gaupos lol	negative
156	But the her mom told us to stop cuzs nos ivan a cachar lol	neutral
157	I remember when me and oomf used to get out during lunch pa komprar gorditas lol	positive
158	I did n't went to1 and ya se me iso tarde to go to2 mmmm	neutral
159	I mias chavez rt	neutral
160	50$ por un VIP lap dance	neutral
161	@83Marijose yess es mi primer dia en la milby lol	positive
162	El guy ke esta atras de mi ta heart broken	neutral
163	I need otros3 months and then maybe	neutral
164	Kuzs I mean nomas tengo like1 month single	neutral
165	I have the chance to go out w her pero I know I'm just gonna hurt her	negative
166	@Nathaliaa_Bitch I can n't lmao me mandaromandarins bien bonito alv ha	negative
167	In class toda sleepy	neutral
168	That's why I'm going w her pa ke me de una advil lol	positive
169	1. Ke they accept me en la milby2.ke medieron una shot and me andaba muriendo&3.ke me acabo de caer del techo lol	neutral
170	Ima go w gma rn a contarle el chisme	neutral
171	Pero ahh idc	neutral
172	Me pase de verga lol pero I was just trying to be funny	neutral
173	Finally se kedo viendo la novela and no anda de metiche lol	neutral
174	Cuzs se lo va a chingar lol	negative
175	I hope itzayana nunka tenga bf	negative
176	Pero nadie la conoce mas ke yo lol	neutral
177	Nomas la cara la tiene de nia buena lol	neutral
178	For now on u do n't count y voy aserle komo nunka te conoci	negative
179	De tekila si pero de los otros no lol	neutral
180	Ya no kiero ke me den shots	neutral
181	Today me dieron una pinche shot y me rompieron mi corazonsito npw	negative
182	@anitaaa___ pura yolo life lol	neutral
183	@anitaaa___ ah empezar el monday bien lol	positive
184	Or can yall just stfu and dejar de inventar chismes?	negative
185	Can yall like plis help me find her cuzs ni la konosko	neutral
186	Everytime ke me awito I got a bottle of tekila me echo un tragiyo pa calmarme	neutral
187	My fam me manda alv cada rato then they wonder why I'm like this	neutral
188	Finna take a shower and go pa ya meterme a la skool	neutral
189	Yazmin es mi consejera and she tells me wutt to reply	neutral
190	Nomas me falto comprarle unos hot chetos and juice lol	positive
191	Jk jk yo mo miro eso	neutral
192	Y No invitan smh lol	neutral
193	Aver si cae un party tonight	neutral
194	Se cree muy sexy con su cookie monster bra lol	neutral
195	Yazmin anda de cochina kitandose el brasiel lol	negative
196	Ima try to stay single por un year aver si puedo	neutral
197	Lol jk no te espantes	negative
198	Well not now lol maybe en unos5 months	neutral
199	Pero do n't worry I ai n't gonna try to get her back	neutral
200	Este guy maneja bien feo lol	negative
201	A dar la vuelta kon los hommies	neutral
202	Well we stop to buy hot chetos con sal y limon:)	positive
203	Ok ya:) now time to go buy summ raspas kon la noemi	positive
204	Conke me de el money lol	neutral
205	Lol noemi me reta and yo le ago caso	neutral
206	El room huele a weed Idk why	negative
207	Damm ya me dio calentura smh	negative
